Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Company,Company response,Timely response?,Consumer disputed?,Delivery Time
1203350,Credit reporting,,Incorrect information on credit report,Public record,NJ,7712,TransUnion,Closed with explanation,Yes,,5
1203362,Credit card,,Transaction issue,,OH,45402,GE Capital Retail,Closed with explanation,Yes,,6
1203348,Credit reporting,,Incorrect information on credit report,Public record,NJ,7712,Equifax,Closed with explanation,Yes,,4
1204517,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,95249,Nationstar Mortgage,Closed with explanation,Yes,,5
1204515,Bank account or service,Checking account,Deposits and withdrawals,,HI,96819,Navy FCU,In progress,Yes,,0
1204513,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,NY,11237,JPMorgan Chase,Closed with explanation,Yes,Yes,0
1204516,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,VA,22407,"Meridian Financial Services, Inc.",Closed with explanation,Yes,Yes,7
1204554,Credit reporting,,Incorrect information on credit report,Account terms,MD,20874,Nationstar Mortgage,Closed with explanation,Yes,Yes,5
1204544,Credit reporting,,Incorrect information on credit report,Account status,CA,92270,Experian,Closed with non-monetary relief,Yes,,0
1204540,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,GA,30349,Wells Fargo,Closed with explanation,Yes,,5
1204543,Mortgage,VA mortgage,Credit decision / Underwriting,,CA,92270,JPMorgan Chase,Closed with explanation,Yes,,0
1204551,Student loan,Non-federal student loan,Can't repay my loan,,MD,21224,Discover,Closed with explanation,Yes,,0
1204545,Credit reporting,,Incorrect information on credit report,Account status,CA,92270,Equifax,Closed with explanation,Yes,,5
1204546,Credit reporting,,Incorrect information on credit report,Account status,CA,92270,TransUnion,Closed with explanation,Yes,,0
1205040,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NJ,7753,Experian,Closed with non-monetary relief,Yes,,0
1204821,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,MI,63389,"Check into Cash, Inc.",Closed with monetary relief,Yes,,4
1204699,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,KY,40353,"Enhanced Recovery Company, LLC",Closed with explanation,Yes,,0
1204631,Debt collection,,Communication tactics,Threatened to take legal action,MN,56501,DTA GROUP LLC,Closed with explanation,No,,0
1204585,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,93230,Wells Fargo,Closed with explanation,Yes,,4
1204580,Student loan,Non-federal student loan,Dealing with my lender or servicer,,DC,20008,Transworld Systems Inc.,Closed with explanation,Yes,,12
1204579,Student loan,Non-federal student loan,Dealing with my lender or servicer,,DC,20008,AES/PHEAA,Closed with non-monetary relief,Yes,,0
1203433,Credit reporting,,Incorrect information on credit report,Account status,FL,32725,TransUnion,Closed with explanation,Yes,,0
1204578,Student loan,Non-federal student loan,Dealing with my lender or servicer,,DC,20008,JPMorgan Chase,Closed with explanation,Yes,,0
1203434,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NY,11024,TD Bank,Closed with explanation,Yes,Yes,4
1204584,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,ID,83686,Nationstar Mortgage,Closed with explanation,Yes,Yes,0
1204581,Student loan,Non-federal student loan,Dealing with my lender or servicer,,DC,20008,Transworld Systems Inc.,Closed with explanation,Yes,,7
1204623,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,TN,37221,Ocwen,In progress,Yes,,0
1204622,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was paid,TX,78652,Insight Capital LLC (NV),Untimely response,No,,11
1204590,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,94402,Ocwen,Closed with explanation,Yes,Yes,0
1204588,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NC,28457,Ocwen,Closed with explanation,Yes,Yes,0
1204613,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,TX,78213,Encore Capital Group,Closed with explanation,Yes,,5
1204599,Mortgage,Reverse mortgage,"Loan modification,collection,foreclosure",,ID,83642,Wells Fargo,Closed with explanation,Yes,,5
1204591,Credit reporting,,Incorrect information on credit report,Information is not mine,TN,37122,Equifax,Closed with explanation,Yes,,43
1204604,Bank account or service,Checking account,"Account opening, closing, or management",,SC,29607,SunTrust Bank,Closed with explanation,Yes,,4
1204600,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,33157,Bank of America,Closed with explanation,Yes,,4
1204695,Bank account or service,Checking account,"Account opening, closing, or management",,CA,90302,Bank of America,Closed with explanation,Yes,,0
1204661,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,93312,State Farm Bank,In progress,Yes,,0
1204636,Credit reporting,,Incorrect information on credit report,Account status,TX,78745,Equifax,Closed with explanation,Yes,,21
1204635,Credit reporting,,Incorrect information on credit report,Account status,TX,78745,Experian,In progress,Yes,,21
1204633,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,VA,23075,Experian,Closed with non-monetary relief,Yes,,0
1204634,Credit reporting,,Incorrect information on credit report,Account status,TX,78745,TransUnion,In progress,Yes,,21
1204659,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,SD,57747,Commercial Recovery Systems,Untimely response,No,,22
1204641,Bank account or service,Other bank product/service,Deposits and withdrawals,,CA,92557,Bank of America,Closed with monetary relief,Yes,,4
1204639,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,TX,78255,"CMRE Financial Services, Inc.",In progress,Yes,,0
1204649,Prepaid card,Mobile wallet,Unauthorized transactions/trans. issues,,OR,97459,PayPal,Closed with explanation,Yes,,5
1204647,Credit card,,Transaction issue,,MT,59601,"Plastyc, Inc.",Untimely response,No,,5
1204692,Credit card,,Closing/Cancelling account,,CA,92407,Discover,Closed with explanation,Yes,,5
1204679,Bank account or service,Checking account,Deposits and withdrawals,,CA,91316,Wells Fargo,Closed with explanation,Yes,Yes,4
1204663,Bank account or service,Checking account,Deposits and withdrawals,,IL,60068,Fifth Third Bank,Closed with monetary relief,Yes,,4
1204674,Payday loan,,Applied for loan/did not receive money,,OR,97478,Global Recovery Group,Closed with explanation,Yes,,5
1204689,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,OR,97624,Freedom Mortgage,Closed with explanation,Yes,,5
1204688,Consumer loan,Vehicle loan,Managing the loan or lease,,DE,19802,Consumer Portfolio Services,Closed with explanation,Yes,,5
1204819,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,TX,78641,Experian,Closed with non-monetary relief,Yes,,0
1204739,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,TX,75203,TransUnion,Closed with explanation,Yes,,0
1204721,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,95472,Wells Fargo,Closed with explanation,Yes,,0
1204700,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,KY,40353,Navient,Closed with explanation,Yes,,5
1203432,Credit reporting,,Incorrect information on credit report,Account status,FL,32725,Experian,Closed with explanation,Yes,,0
1203385,Credit reporting,,Incorrect information on credit report,Account status,GA,31021,Experian,Closed with non-monetary relief,Yes,,12
1203376,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,32218,Ocwen,Closed with explanation,Yes,,5
1204716,Credit reporting,,Incorrect information on credit report,Personal information,FL,33578,Equifax,Closed with explanation,Yes,,0
1203427,Credit reporting,,Incorrect information on credit report,Account status,AZ,85122,Experian,Closed with non-monetary relief,Yes,,13
1203402,Credit reporting,,Incorrect information on credit report,Public record,OK,73072,Equifax,Closed with explanation,Yes,,0
1203386,Credit reporting,,Incorrect information on credit report,Account status,GA,31021,Equifax,Closed with explanation,Yes,,12
1203401,Credit reporting,,Incorrect information on credit report,Public record,OK,73072,Experian,Closed with explanation,Yes,,0
1203387,Credit reporting,,Incorrect information on credit report,Account status,GA,31021,TransUnion,Closed with explanation,Yes,,12
1203388,Credit reporting,,Incorrect information on credit report,Account status,GA,31021,Innovis,Closed with explanation,Yes,,12
1203399,Credit reporting,,Incorrect information on credit report,Information is not mine,,29072,TransUnion,Closed with explanation,Yes,,0
1204709,Credit reporting,,Incorrect information on credit report,Account status,TN,37013,Equifax,Closed with explanation,Yes,,15
1203423,Bank account or service,Savings account,"Account opening, closing, or management",,NY,11758,New York Community Bank,Closed with explanation,Yes,,4
1203413,Credit card,,Other,,CA,92255,Citibank,Closed with explanation,Yes,Yes,0
1203408,Bank account or service,Checking account,Deposits and withdrawals,,OH,43206,JPMorgan Chase,Closed with explanation,Yes,Yes,4
1204705,Debt collection,Federal student loan,Improper contact or sharing of info,Contacted employer after asked not to,VA,22314,"Coast Professional, Inc.",Closed with explanation,Yes,,0
1204702,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CA,91752,Credit Bureau of Napa,Closed with explanation,Yes,,0
1203417,Credit card,,Billing disputes,,DC,20036,"Preferred Credit, Inc.",Closed with explanation,Yes,,0
1205742,Credit card,,Rewards,,VA,23842,Capital One,Closed with explanation,Yes,,5
1204727,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,MS,38655,"ONLINE Information Services, Inc.",Closed with explanation,Yes,,0
1204722,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,CA,95076,Wells Fargo,Closed with explanation,Yes,,0
1204736,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,33065,TransUnion,Closed with explanation,Yes,,0
1204735,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,33065,Experian,Closed with non-monetary relief,Yes,,0
1204731,Credit card,,Credit line increase/decrease,,NY,14502,Bank of America,Closed with explanation,Yes,,5
1204734,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,33065,Equifax,Closed with explanation,Yes,,0
1204815,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,95376,Bank of America,Closed with explanation,Yes,,5
1204807,Consumer loan,Vehicle loan,Shopping for a loan or lease,,VA,22664,Ally Financial Inc.,Closed with explanation,Yes,,0
1204761,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,90061,Prince Parker & Associates,Closed with explanation,Yes,,0
1204745,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,MD,21742,Bank of America,Closed with explanation,Yes,,0
1204742,Consumer loan,Title loan,Can't contact lender,,OH,45231,Ocwen,Closed with explanation,Yes,,5
1204741,Debt collection,,Communication tactics,Frequent or repeated calls,FL,33617,"Credit Protection Association, L.P.",Closed with non-monetary relief,Yes,,1
1204740,Bank account or service,Checking account,"Account opening, closing, or management",,MI,49913,Wells Fargo,Closed with monetary relief,Yes,Yes,4
1204747,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,MA,2360,"Caliber Home Loans, Inc",Closed with explanation,Yes,,0
1204746,Debt collection,Medical,Communication tactics,Frequent or repeated calls,FL,33009,"Diversified Consultants, Inc.",Closed with explanation,Yes,,0
1204805,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt is not mine,MO,63111,"Enova International, Inc.",Closed with explanation,Yes,,7
1204783,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,MD,20748,Wells Fargo,Closed with explanation,Yes,,4
1204764,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,TX,75203,"Commonwealth Financial Systems, Inc.",Closed with explanation,Yes,Yes,0
1204779,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Threatened to take legal action,NY,10030,TrueAccord Corp.,Closed with explanation,Yes,,5
1204775,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,95123,Encore Capital Group,Closed with explanation,Yes,,0
1204802,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,33455,Ocwen,Closed with explanation,Yes,,5
1204792,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,OR,97504,"Dynamic Recovery Solutions, LLC",Closed with non-monetary relief,Yes,,0
1204799,Consumer loan,Vehicle loan,Problems when you are unable to pay,,PA,17113,Ally Financial Inc.,Closed with explanation,Yes,,0
1204814,Bank account or service,Savings account,"Account opening, closing, or management",,AZ,85302,Bank of America,Closed with monetary relief,Yes,,5
1204810,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,MO,63069,"I.C. System, Inc.",Closed with explanation,Yes,,6
1204813,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,CA,91977,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,,0
1205015,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,PA,15116,PNC Bank,Closed with monetary relief,Yes,,0
1204935,Mortgage,FHA mortgage,Settlement process and costs,,TX,78245,Bank of America,Closed with explanation,Yes,Yes,5
1204850,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,CA,92129,"J R Brothers Financial, Inc.",Closed with explanation,Yes,,0
1204835,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,MO,64506,Gatestone & Co. International Inc.,Closed with non-monetary relief,Yes,Yes,0
1204823,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,FL,32210,Regions,Closed with explanation,Yes,,8
1204831,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,TX,75025,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,,5
1204847,Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,CA,92129,Encore Capital Group,Closed with non-monetary relief,Yes,,0
1204846,Debt collection,,Improper contact or sharing of info,Talked to a third party about my debt,CA,92129,"Valley Collection Service, LLC",Closed with explanation,Yes,,5
